Customer_ID,Gender,Age,Connect_Date,L_O_S,Dropped_Calls,Pay Method,tariff,Churn,Handset
'K112270','M',43,'11/11/97',35.533333,6,'Pre Pay','CAT 200','Active','S50'
'K112280','M',40,'26/07/97',39.133333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K112290','F',34,'26/03/97',43.200000,10,'Pre Pay','CAT 200','Active','S80'
'K112300','M',45,'27/06/97',40.100000,1,'Pre Pay','CAT 200','Active','S80'
'K112310','F',49,'22/07/96',51.433333,8,'Pre Pay','CAT 200','Active','S80'
'K112320','F',32,'11/06/96',52.800000,2,'Pre Pay','CAT 200','Active','S80'
'K112330','F',34,'16/03/96',55.700000,1,'Pre Pay','CAT 200','Active','ASAD170'
'K112340','F',35,'14/05/99',17.233333,2,'Pre Pay','CAT 200','Active','ASAD170'
'K112350','F',26,'14/01/99',21.233333,1,'Pre Pay','CAT 200','Active','S80'
'K112360','M',33,'26/09/97',37.066667,2,'Pre Pay','CAT 200','Active','ASAD170'
'K112370','F',41,'07/04/96',54.966667,1,'Pre Pay','CAT 200','Active','S50'
'K112380','F',27,'27/06/98',27.933333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K112390','M',46,'24/10/96',48.300000,1,'Pre Pay','CAT 200','Active','ASAD170'
'K112400','M',39,'09/08/97',38.666667,1,'Pre Pay','CAT 200','Active','S50'
'K112410','M',29,'12/12/97',34.500000,0,'Pre Pay','CAT 200','Active','S80'
'K112420','F',38,'25/02/96',56.366667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K112430','F',40,'08/06/98',28.566667,9,'Pre Pay','CAT 200','Active','S50'
'K112440','F',54,'25/01/97',45.200000,0,'Pre Pay','CAT 200','Active','S80'
'K112450','F',53,'05/06/99',16.500000,1,'Pre Pay','CAT 200','Active','S80'
'K112460','F',48,'11/07/98',27.466667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K112470','F',31,'25/07/99',14.833333,6,'Pre Pay','CAT 200','Active','ASAD170'
'K112480','M',26,'05/10/98',24.600000,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K112490','F',65,'03/06/97',40.900000,4,'Pre Pay','CAT 200','Active','ASAD170'
'K112500','F',33,'16/02/96',56.666667,0,'Pre Pay','CAT 200','Active','S80'
'K112510','M',32,'24/10/97',36.133333,1,'Pre Pay','CAT 200','Active','S80'
'K112520','F',44,'15/07/99',15.166667,0,'Pre Pay','CAT 200','Active','S50'
'K112530','F',46,'27/01/99',20.800000,0,'Pre Pay','CAT 200','Active','S80'
'K112540','F',32,'01/12/99',10.533333,1,'Pre Pay','CAT 200','Active','S50'
'K112550','M',29,'04/06/98',28.700000,1,'Pre Pay','CAT 200','Active','S80'
'K112560','M',59,'08/08/98',26.533333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K112570','F',42,'03/03/97',43.966667,10,'Pre Pay','CAT 200','Active','S50'
'K112580','M',34,'17/01/99',21.133333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K112590','M',30,'22/04/98',30.133333,1,'Pre Pay','CAT 200','Active','S80'
'K112600','M',32,'12/09/96',49.700000,1,'Pre Pay','CAT 200','Active','S50'
'K112610','M',60,'04/06/99',16.533333,0,'Pre Pay','CAT 200','Active','S50'
'K112620','F',28,'04/04/98',30.733333,1,'Pre Pay','CAT 200','Active','S50'
'K112630','M',28,'08/10/99',12.333333,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K112640','M',30,'07/03/96',56.000000,2,'Pre Pay','CAT 200','Active','S80'
'K112650','F',45,'02/09/96',50.033333,9,'Pre Pay','CAT 200','Active','S50'
'K112660','F',55,'06/06/97',40.800000,2,'Pre Pay','CAT 200','Active','ASAD170'
'K112670','M',41,'09/07/96',51.866667,1,'Pre Pay','CAT 200','Active','S80'
'K112680','F',40,'27/09/99',12.700000,2,'Pre Pay','CAT 200','Active','S50'
'K112690','M',41,'06/05/99',17.500000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K112700','F',36,'09/05/98',29.566667,3,'Pre Pay','CAT 200','Active','S80'
'K112710','M',27,'05/08/98',26.633333,1,'Pre Pay','CAT 200','Active','S80'
'K112720','M',26,'02/09/99',13.533333,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K112730','M',37,'01/08/98',26.766667,1,'Pre Pay','CAT 200','Active','ASAD90'
'K112740','M',35,'13/10/97',36.500000,9,'Pre Pay','CAT 200','Churned','ASAD90'
'K112750','M',27,'19/04/98',30.233333,0,'Pre Pay','CAT 200','Active','S50'
'K112760','M',48,'19/02/99',20.033333,0,'Pre Pay','CAT 200','Active','S50'
'K112770','F',30,'19/10/97',36.300000,6,'Pre Pay','CAT 200','Active','ASAD170'
'K112780','F',26,'11/02/98',32.466667,0,'Pre Pay','CAT 200','Active','ASAD170'
'K112790','M',42,'07/06/97',40.766667,8,'Pre Pay','CAT 200','Active','ASAD170'
'K112800','F',26,'04/10/99',12.466667,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K112810','M',37,'06/12/96',46.866667,2,'Pre Pay','CAT 200','Active','S80'
'K112820','M',29,'01/06/99',16.633333,9,'Pre Pay','CAT 200','Active','S80'
'K112830','M',27,'26/08/99',13.766667,11,'Pre Pay','CAT 200','Active','S80'
'K112840','M',52,'31/12/99',9.533333,9,'Pre Pay','CAT 200','Active','ASAD90'
'K112850','F',31,'02/03/96',56.166667,2,'Pre Pay','CAT 200','Active','S50'
'K112860','M',27,'25/01/99',20.866667,2,'Pre Pay','CAT 200','Churned','S50'
'K112870','M',36,'19/11/96',47.433333,2,'Pre Pay','CAT 200','Active','S80'
'K112880','F',29,'13/10/98',24.333333,1,'Pre Pay','CAT 200','Active','S80'
'K112890','M',35,'14/02/99',20.200000,2,'Pre Pay','CAT 200','Active','S50'
'K112900','F',26,'31/12/97',33.866667,2,'Pre Pay','CAT 200','Active','S80'
'K112910','F',39,'01/11/99',11.533333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K112920','M',34,'05/12/99',10.400000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K112930','M',42,'21/10/97',36.233333,9,'Pre Pay','CAT 200','Active','S50'
'K112940','F',32,'28/12/97',33.966667,0,'Pre Pay','CAT 200','Active','S80'
'K112950','M',27,'06/08/98',26.600000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K112960','M',40,'27/02/97',44.100000,2,'Pre Pay','CAT 200','Active','ASAD170'
'K112970','M',40,'21/03/99',19.033333,10,'Pre Pay','CAT 200','Churned','ASAD90'
'K112980','F',46,'21/07/98',27.133333,2,'Pre Pay','CAT 200','Active','S80'
'K112990','F',38,'07/11/96',47.833333,9,'Pre Pay','CAT 200','Active','ASAD170'
'K113000','M',66,'17/07/99',15.100000,7,'Pre Pay','CAT 200','Active','S50'
'K113010','M',48,'19/11/97',35.266667,1,'Pre Pay','CAT 200','Active','S50'
'K113020','M',29,'20/06/98',28.166667,1,'Pre Pay','CAT 200','Active','S50'
'K113030','M',28,'17/12/96',46.500000,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113040','M',57,'01/04/96',55.166667,1,'Pre Pay','CAT 200','Active','S80'
'K113050','F',38,'25/05/98',29.033333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113060','M',32,'10/02/99',20.333333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113070','M',32,'09/12/99',10.266667,2,'Pre Pay','CAT 200','Active','S80'
'K113080','M',42,'28/02/96',56.266667,0,'Pre Pay','CAT 200','Active','S80'
'K113090','M',53,'24/12/98',21.933333,1,'Pre Pay','CAT 200','Active','S80'
'K113100','F',35,'27/12/98',21.833333,6,'Pre Pay','CAT 200','Active','S50'
'K113110','F',38,'05/03/98',31.733333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K113120','M',41,'26/01/99',20.833333,7,'Pre Pay','CAT 200','Churned','ASAD90'
'K113130','F',33,'27/06/97',40.100000,2,'Pre Pay','CAT 200','Active','S80'
'K113140','F',38,'02/03/99',19.666667,2,'Pre Pay','CAT 200','Active','ASAD170'
'K113150','M',29,'05/08/96',50.966667,0,'Pre Pay','CAT 200','Active','S80'
'K113160','F',48,'12/06/96',52.766667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113170','M',35,'02/06/97',40.933333,2,'Pre Pay','CAT 200','Active','ASAD170'
'K113180','M',32,'02/02/99',20.600000,2,'Pre Pay','CAT 200','Active','S50'
'K113190','M',27,'11/11/99',11.200000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113200','F',35,'27/07/97',39.100000,0,'Pre Pay','CAT 200','Active','S50'
'K113210','F',30,'07/06/96',52.933333,1,'Pre Pay','CAT 200','Active','S80'
'K113220','M',66,'27/12/96',46.166667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113230','M',37,'03/12/98',22.633333,6,'Pre Pay','CAT 200','Active','S50'
'K113240','M',31,'23/06/96',52.400000,1,'Pre Pay','CAT 200','Active','S50'
'K113250','M',31,'18/07/99',15.066667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113260','M',53,'26/10/98',23.900000,2,'Pre Pay','CAT 200','Active','ASAD170'
'K113270','F',30,'13/01/98',33.433333,2,'Pre Pay','CAT 200','Active','S80'
'K113280','M',34,'25/07/98',27.000000,0,'Pre Pay','CAT 200','Active','S80'
'K113290','F',52,'07/06/99',16.433333,1,'Pre Pay','CAT 200','Active','S80'
'K113300','M',33,'22/06/97',40.266667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113310','F',35,'04/11/99',11.433333,2,'Pre Pay','CAT 200','Active','S50'
'K113320','F',42,'16/03/99',19.200000,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113330','F',33,'28/10/97',36.000000,1,'Pre Pay','CAT 200','Active','S50'
'K113340','M',39,'28/03/98',30.966667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113350','F',61,'19/12/96',46.433333,5,'Pre Pay','CAT 200','Active','S50'
'K113360','F',38,'17/12/96',46.500000,0,'Pre Pay','CAT 200','Active','S80'
'K113370','M',45,'20/05/99',17.033333,2,'Pre Pay','CAT 200','Active','S80'
'K113380','M',35,'10/12/99',10.233333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113390','F',40,'02/10/99',12.533333,10,'Pre Pay','CAT 200','Active','S80'
'K113400','F',49,'06/10/98',24.566667,2,'Pre Pay','CAT 200','Active','S50'
'K113410','F',26,'16/01/96',57.700000,2,'Pre Pay','CAT 200','Active','S80'
'K113420','M',48,'23/03/99',18.966667,9,'Pre Pay','CAT 200','Churned','ASAD90'
'K113430','F',58,'12/02/96',56.800000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113440','M',41,'16/09/96',49.566667,2,'Pre Pay','CAT 200','Active','S50'
'K113450','M',28,'08/01/97',45.766667,1,'Pre Pay','CAT 200','Active','S80'
'K113460','M',27,'04/10/96',48.966667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113470','F',44,'20/04/96',54.533333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K113480','M',61,'05/09/97',37.766667,9,'Pre Pay','CAT 200','Churned','ASAD90'
'K113490','F',38,'13/09/96',49.666667,2,'Pre Pay','CAT 200','Active','S50'
'K113500','F',33,'01/04/99',18.666667,0,'Pre Pay','CAT 200','Active','ASAD170'
'K113510','M',60,'24/07/96',51.366667,2,'Pre Pay','CAT 200','Active','S80'
'K113520','F',28,'01/07/96',52.133333,2,'Pre Pay','CAT 200','Active','S50'
'K113530','M',27,'18/08/97',38.366667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113540','F',37,'15/01/98',33.366667,1,'Pre Pay','CAT 200','Active','S80'
'K113550','F',42,'28/04/98',29.933333,8,'Pre Pay','CAT 200','Active','S80'
'K113560','M',41,'19/05/98',29.233333,1,'Pre Pay','CAT 200','Active','S50'
'K113570','F',41,'25/10/96',48.266667,11,'Pre Pay','CAT 200','Churned','ASAD90'
'K113580','M',44,'10/12/98',22.400000,1,'Pre Pay','CAT 200','Active','S50'
'K113590','F',36,'08/11/98',23.466667,0,'Pre Pay','CAT 200','Active','ASAD170'
'K113600','M',29,'07/12/96',46.833333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K113610','F',68,'22/07/99',14.933333,2,'Pre Pay','CAT 200','Active','ASAD170'
'K113620','F',26,'06/01/99',21.500000,8,'Pre Pay','CAT 200','Churned','ASAD90'
'K113630','F',30,'26/08/97',38.100000,1,'Pre Pay','CAT 200','Active','S80'
'K113640','F',46,'03/03/96',56.133333,1,'Pre Pay','CAT 200','Active','S80'
'K113650','F',58,'02/01/96',58.166667,0,'Pre Pay','CAT 200','Active','S80'
'K113660','M',39,'19/01/96',57.600000,1,'Pre Pay','CAT 200','Active','S50'
'K113670','M',37,'13/09/99',13.166667,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K113680','M',35,'17/09/99',13.033333,0,'Pre Pay','CAT 200','Active','S80'
'K113690','M',37,'25/04/99',17.866667,1,'Pre Pay','CAT 200','Active','S80'
'K113700','M',26,'20/04/96',54.533333,0,'Pre Pay','CAT 200','Active','S50'
'K113710','F',37,'17/08/98',26.233333,0,'Pre Pay','CAT 200','Active','S80'
'K113720','M',41,'17/01/99',21.133333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K113730','F',28,'21/08/96',50.433333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K113740','F',46,'16/11/97',35.366667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113750','M',34,'18/02/96',56.600000,1,'Pre Pay','CAT 200','Active','S50'
'K113760','M',48,'05/10/96',48.933333,2,'Pre Pay','CAT 200','Churned','ASAD170'
'K113770','F',38,'19/12/96',46.433333,2,'Pre Pay','CAT 200','Active','ASAD170'
'K113780','F',32,'25/02/97',44.166667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113790','M',45,'08/08/98',26.533333,1,'Pre Pay','CAT 200','Active','S50'
'K113800','F',37,'25/10/98',23.933333,0,'Pre Pay','CAT 200','Active','S80'
'K113810','M',30,'01/03/99',19.700000,2,'Pre Pay','CAT 200','Active','S50'
'K113820','F',34,'04/08/98',26.666667,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K113830','M',59,'23/08/99',13.866667,1,'Pre Pay','CAT 200','Active','S50'
'K113840','M',37,'23/05/98',29.100000,8,'Pre Pay','CAT 200','Churned','ASAD90'
'K113850','M',61,'26/04/97',42.166667,0,'Pre Pay','CAT 200','Active','S80'
'K113860','F',38,'27/11/96',47.166667,11,'Pre Pay','CAT 200','Active','S80'
'K113870','F',37,'26/05/98',29.000000,1,'Pre Pay','CAT 200','Active','S50'
'K113880','M',42,'08/04/98',30.600000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K113890','F',30,'12/12/99',10.166667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K113900','M',33,'16/11/98',23.200000,0,'Pre Pay','CAT 200','Active','S50'
'K113910','F',40,'24/01/97',45.233333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K113920','M',55,'04/07/98',27.700000,1,'Pre Pay','CAT 200','Active','S50'
'K113930','M',33,'19/09/97',37.300000,0,'Pre Pay','CAT 200','Active','S80'
'K113940','F',31,'26/04/96',54.333333,0,'Pre Pay','CAT 200','Active','S50'
'K113950','F',30,'04/01/98',33.733333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K113960','F',29,'02/06/98',28.766667,0,'Pre Pay','CAT 200','Churned','ASAD170'
'K113970','F',50,'13/09/96',49.666667,1,'Pre Pay','CAT 200','Active','S50'
'K113980','F',40,'15/04/97',42.533333,2,'Pre Pay','CAT 200','Active','S80'
'K113990','M',48,'27/05/98',28.966667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K114000','M',41,'15/02/97',44.500000,2,'Pre Pay','CAT 200','Active','S50'
'K114010','M',60,'25/03/99',18.900000,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114020','F',31,'12/05/97',41.633333,2,'Pre Pay','CAT 200','Active','S80'
'K114030','M',41,'07/04/99',18.466667,1,'Pre Pay','CAT 200','Active','S80'
'K114040','M',51,'18/11/98',23.133333,1,'Pre Pay','CAT 200','Churned','ASAD170'
'K114050','F',45,'06/04/97',42.833333,8,'Pre Pay','CAT 200','Churned','ASAD90'
'K114060','M',40,'17/11/96',47.500000,0,'Pre Pay','CAT 200','Active','S80'
'K114070','F',29,'13/12/96',46.633333,1,'Pre Pay','CAT 200','Active','S80'
'K114080','M',32,'11/06/96',52.800000,1,'Pre Pay','CAT 200','Active','ASAD170'
'K114090','F',40,'31/08/96',50.100000,0,'Pre Pay','CAT 200','Active','S50'
'K114100','F',28,'16/07/96',51.633333,5,'Pre Pay','CAT 200','Active','S80'
'K114110','M',37,'22/03/97',43.333333,2,'Pre Pay','CAT 200','Active','S50'
'K114120','F',36,'21/10/97',36.233333,1,'Pre Pay','CAT 200','Active','S50'
'K114130','F',27,'10/11/96',47.733333,8,'Pre Pay','CAT 200','Active','S50'
'K114140','M',59,'04/02/98',32.700000,2,'Pre Pay','CAT 200','Active','S50'
'K114150','F',34,'17/05/98',29.300000,0,'Pre Pay','CAT 200','Active','S80'
'K114160','M',30,'19/10/99',11.966667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114170','M',27,'11/09/97',37.566667,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K114180','F',47,'13/11/97',35.466667,2,'Pre Pay','CAT 200','Active','S50'
'K114190','M',49,'05/08/97',38.800000,10,'Pre Pay','CAT 200','Churned','ASAD90'
'K114200','F',34,'31/01/98',32.833333,0,'Pre Pay','CAT 200','Active','S80'
'K114210','F',56,'23/10/96',48.333333,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K114220','F',37,'31/08/97',37.933333,0,'Pre Pay','CAT 200','Active','S80'
'K114230','F',49,'14/04/99',18.233333,2,'Pre Pay','CAT 200','Active','S80'
'K114240','M',29,'15/06/98',28.333333,2,'Pre Pay','CAT 200','Active','S80'
'K114250','F',34,'11/08/98',26.433333,2,'Pre Pay','CAT 200','Active','S50'
'K114260','F',43,'26/09/99',12.733333,2,'Pre Pay','CAT 200','Active','S80'
'K114270','F',28,'07/11/98',23.500000,2,'Pre Pay','CAT 200','Active','S80'
'K114280','M',46,'03/02/96',57.100000,2,'Pre Pay','CAT 200','Active','S50'
'K114290','M',26,'02/07/96',52.100000,5,'Pre Pay','CAT 200','Active','S50'
'K114300','M',32,'04/12/99',10.433333,0,'Pre Pay','CAT 200','Active','S80'
'K114310','F',35,'17/03/97',43.500000,6,'Pre Pay','CAT 200','Active','S50'
'K114320','F',33,'25/07/99',14.833333,2,'Pre Pay','CAT 200','Active','ASAD170'
'K114330','M',40,'19/05/96',53.566667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114340','F',43,'26/06/97',40.133333,5,'Pre Pay','CAT 200','Churned','S50'
'K114350','F',33,'05/12/96',46.900000,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114360','F',43,'22/08/97',38.233333,1,'Pre Pay','CAT 200','Active','S50'
'K114370','M',33,'07/12/96',46.833333,6,'Pre Pay','CAT 200','Churned','ASAD90'
'K114380','F',38,'20/05/96',53.533333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114390','M',29,'04/05/96',54.066667,1,'Pre Pay','CAT 200','Active','S80'
'K114400','M',68,'01/08/97',38.933333,0,'Pre Pay','CAT 200','Active','S50'
'K114410','M',27,'24/07/99',14.866667,11,'Pre Pay','CAT 200','Churned','ASAD90'
'K114420','F',33,'09/02/99',20.366667,2,'Pre Pay','CAT 200','Active','S80'
'K114430','F',31,'13/04/96',54.766667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K114440','F',36,'17/09/98',25.200000,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K114450','M',36,'02/12/99',10.500000,1,'Pre Pay','CAT 200','Active','ASAD170'
'K114460','F',28,'02/02/96',57.133333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114470','F',50,'26/04/97',42.166667,0,'Pre Pay','CAT 200','Active','S50'
'K114480','M',39,'14/01/99',21.233333,4,'Pre Pay','CAT 200','Active','ASAD170'
'K114490','M',41,'24/02/98',32.033333,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114500','M',31,'24/07/99',14.866667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114510','M',37,'06/08/96',50.933333,2,'Pre Pay','CAT 200','Active','S80'
'K114520','F',26,'23/11/96',47.300000,0,'Pre Pay','CAT 200','Active','S50'
'K114530','F',57,'05/04/98',30.700000,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114540','F',27,'03/07/97',39.900000,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K114550','M',48,'17/03/97',43.500000,0,'Pre Pay','CAT 200','Active','S50'
'K114560','M',40,'13/02/96',56.766667,2,'Pre Pay','CAT 200','Active','S80'
'K114570','M',39,'04/06/96',53.033333,2,'Pre Pay','CAT 200','Active','S80'
'K114580','M',46,'28/07/97',39.066667,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K114590','M',26,'13/03/98',31.466667,4,'Pre Pay','CAT 200','Active','ASAD170'
'K114600','M',30,'04/04/97',42.900000,0,'Pre Pay','CAT 200','Active','S50'
'K114610','M',32,'14/12/96',46.600000,4,'Pre Pay','CAT 200','Active','ASAD170'
'K114620','M',49,'10/07/96',51.833333,2,'Pre Pay','CAT 200','Active','S80'
'K114630','F',27,'23/10/99',11.833333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K114640','F',30,'12/10/99',12.200000,1,'Pre Pay','CAT 200','Active','S80'
'K114650','M',33,'07/02/99',20.433333,0,'Pre Pay','CAT 200','Active','S80'
'K114660','F',28,'20/05/98',29.200000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114670','M',32,'25/12/99',9.733333,9,'Pre Pay','CAT 200','Active','S50'
'K114680','F',36,'22/11/99',10.833333,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K114690','F',28,'18/03/96',55.633333,7,'Pre Pay','CAT 200','Churned','ASAD90'
'K114700','F',39,'25/01/98',33.033333,2,'Pre Pay','CAT 200','Active','S80'
'K114710','M',58,'01/05/98',29.833333,9,'Pre Pay','CAT 200','Active','S50'
'K114720','F',30,'06/01/98',33.666667,2,'Pre Pay','CAT 200','Active','S50'
'K114730','M',31,'02/10/96',49.033333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114740','M',38,'28/05/96',53.266667,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114750','M',53,'10/12/99',10.233333,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114760','F',30,'27/12/98',21.833333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K114770','F',32,'18/08/98',26.200000,0,'Pre Pay','CAT 200','Active','S80'
'K114780','M',37,'17/08/96',50.566667,1,'Pre Pay','CAT 200','Active','S80'
'K114790','F',55,'16/03/98',31.366667,2,'Pre Pay','CAT 200','Churned','ASAD170'
'K114800','F',30,'10/12/96',46.733333,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K114810','F',49,'13/06/99',16.233333,7,'Pre Pay','CAT 200','Active','ASAD170'
'K114820','M',50,'14/01/97',45.566667,7,'Pre Pay','CAT 200','Active','S80'
'K114830','M',42,'28/12/98',21.800000,0,'Pre Pay','CAT 200','Active','S80'
'K114840','F',29,'13/05/99',17.266667,0,'Pre Pay','CAT 200','Active','S80'
'K114850','M',31,'09/10/99',12.300000,1,'Pre Pay','CAT 200','Active','S80'
'K114860','F',31,'15/07/96',51.666667,0,'Pre Pay','CAT 200','Active','S80'
'K114870','F',29,'10/10/98',24.433333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K114880','M',28,'21/12/97',34.200000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K114890','F',26,'24/01/99',20.900000,1,'Pre Pay','CAT 200','Active','S50'
'K114900','F',56,'06/03/99',19.533333,0,'Pre Pay','CAT 200','Active','S80'
'K114910','M',30,'19/04/96',54.566667,2,'Pre Pay','CAT 200','Active','S80'
'K114920','M',30,'05/04/96',55.033333,2,'Pre Pay','CAT 200','Churned','S80'
'K114930','M',60,'17/02/99',20.100000,1,'Pre Pay','CAT 200','Active','S50'
'K114940','M',28,'05/12/98',22.566667,11,'Pre Pay','CAT 200','Churned','S50'
'K114950','F',30,'22/10/96',48.366667,1,'Pre Pay','CAT 200','Churned','S50'
'K114960','M',53,'15/09/97',37.433333,6,'Pre Pay','CAT 200','Active','ASAD170'
'K114970','M',30,'15/11/97',35.400000,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K114980','F',49,'23/12/99',9.800000,1,'Pre Pay','CAT 200','Active','S50'
'K114990','M',43,'09/06/99',16.366667,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K115000','F',27,'24/11/97',35.100000,5,'Pre Pay','CAT 200','Active','S80'
'K115010','F',37,'11/08/98',26.433333,10,'Pre Pay','CAT 200','Active','ASAD170'
'K115020','F',27,'02/11/99',11.500000,4,'Pre Pay','CAT 200','Active','S50'
'K115030','F',28,'27/07/97',39.100000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K115040','M',45,'23/01/97',45.266667,4,'Pre Pay','CAT 200','Active','S50'
'K115050','F',47,'08/05/98',29.600000,1,'Pre Pay','CAT 200','Active','S80'
'K115060','F',28,'11/08/96',50.766667,11,'Pre Pay','CAT 200','Churned','ASAD90'
'K115070','M',64,'05/05/97',41.866667,9,'Pre Pay','CAT 200','Churned','ASAD90'
'K115080','M',35,'14/04/98',30.400000,8,'Pre Pay','CAT 200','Active','S50'
'K115090','F',33,'20/01/98',33.200000,0,'Pre Pay','CAT 200','Active','S80'
'K115100','F',26,'12/05/96',53.800000,0,'Pre Pay','CAT 200','Active','S50'
'K115110','F',26,'03/12/97',34.800000,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K115120','F',31,'10/09/99',13.266667,0,'Pre Pay','CAT 200','Active','S50'
'K115130','F',44,'03/01/97',45.933333,3,'Pre Pay','CAT 200','Active','ASAD170'
'K115140','F',32,'26/12/96',46.200000,2,'Pre Pay','CAT 200','Active','S80'
'K115150','M',26,'22/10/99',11.866667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K115160','F',26,'18/02/98',32.233333,0,'Pre Pay','CAT 200','Active','ASAD170'
'K115170','F',29,'18/09/99',13.000000,0,'Pre Pay','CAT 200','Active','ASAD170'
'K115180','M',56,'27/05/97',41.133333,1,'Pre Pay','CAT 200','Active','S80'
'K115190','M',44,'12/03/96',55.833333,2,'Pre Pay','CAT 200','Churned','ASAD90'
'K115200','M',35,'10/02/99',20.333333,10,'Pre Pay','CAT 200','Active','S50'
'K115210','F',63,'03/10/98',24.666667,0,'Pre Pay','CAT 200','Active','ASAD170'
'K115220','M',37,'19/06/97',40.366667,10,'Pre Pay','CAT 200','Active','S80'
'K115230','F',49,'05/08/98',26.633333,2,'Pre Pay','CAT 200','Active','S80'
'K115240','M',27,'14/12/96',46.600000,2,'Pre Pay','CAT 200','Active','S50'
'K115250','M',36,'09/03/97',43.766667,2,'Pre Pay','CAT 200','Active','S50'
'K115260','M',29,'26/06/97',40.133333,1,'Pre Pay','CAT 200','Active','ASAD170'
'K115270','F',28,'10/04/99',18.366667,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K115280','M',33,'18/12/99',9.966667,1,'Pre Pay','CAT 200','Churned','ASAD90'
'K115290','F',28,'15/03/97',43.566667,1,'Pre Pay','CAT 200','Active','ASAD170'
'K115300','M',43,'08/04/98',30.600000,0,'Pre Pay','CAT 200','Churned','ASAD90'
'K115310','M',42,'09/08/99',14.333333,2,'Pre Pay','CAT 200','Active','S80'
'K115320','M',35,'10/12/97',34.566667,11,'Pre Pay','CAT 200','Active','ASAD170'
