Customer_ID,Product_01,Product_02,Product_03,Product_04,Product_05,Product_06,Product_07,Product_08,Product_09,Product_10,Product_11,Product_12
K164930,T,F,F,F,T,T,F,T,T,F,F,F
K164940,T,T,T,T,F,T,F,F,F,T,F,T
K164950,T,T,T,T,T,F,T,F,F,F,F,T
K164960,T,T,T,F,F,F,F,T,T,T,F,F
K164970,F,T,T,T,F,F,F,F,F,F,T,F
K164980,T,T,T,T,F,F,F,F,F,F,F,F
K164990,T,T,F,T,F,F,F,T,T,T,F,F
K165000,T,T,T,T,T,T,T,F,F,F,T,F
K165010,F,T,T,T,F,F,F,F,F,F,F,T
K165020,F,F,F,T,F,F,F,T,T,F,F,F
K165030,T,T,T,T,T,F,F,F,F,F,T,T
K165040,T,T,F,T,F,F,F,F,F,F,F,F
K165050,F,F,F,F,T,F,T,T,F,T,T,T
K165060,T,T,T,T,F,F,F,T,T,T,T,T
K165070,T,T,T,T,F,F,F,F,F,F,T,T
K165080,F,T,F,T,F,T,T,F,F,F,T,T
K165090,T,T,T,T,F,F,F,F,F,F,T,T
K165100,T,T,T,T,F,F,F,F,F,F,F,F
K165110,T,T,T,T,T,T,F,F,F,F,T,T
K165120,T,T,T,T,T,T,F,F,F,F,F,F
K165130,T,T,T,T,F,F,F,T,F,T,F,F
K165140,T,T,T,T,F,F,F,F,F,F,F,F
K165150,T,F,T,T,T,F,F,F,F,F,F,F
K165160,T,F,F,F,F,F,F,T,T,F,T,T
K165170,F,T,T,T,F,F,F,F,F,F,T,F
K165180,T,T,T,T,F,T,F,T,T,T,F,F
K165190,T,F,F,T,F,F,F,F,T,T,F,F
K165200,F,T,T,F,F,F,F,F,F,F,F,F
K165210,T,F,T,F,F,T,T,F,T,T,F,F
K165220,T,T,T,T,T,T,T,F,F,F,F,F
K165230,F,T,T,T,F,F,F,F,F,F,T,T
K165240,F,F,F,F,T,F,F,F,T,T,F,F
K165250,T,T,T,T,F,F,F,F,F,F,F,T
K165260,F,T,T,T,T,T,T,F,T,T,F,F
K165270,F,F,F,F,F,T,F,T,T,T,T,T
K165280,T,T,T,T,F,F,F,F,F,F,F,F
K165290,T,T,T,T,F,T,F,T,T,T,F,F
K165300,T,T,T,T,T,T,T,F,F,F,F,F
K165310,F,F,F,F,F,F,F,T,T,T,T,T
K165320,F,F,F,F,T,F,F,T,T,F,T,F
K165330,T,T,T,T,T,F,F,F,F,F,F,T
K165340,F,F,F,F,F,F,F,T,T,T,T,T
K165350,F,T,F,T,F,F,F,T,F,T,F,F
K165360,T,F,T,T,T,T,T,F,F,F,T,F
K165370,F,F,T,T,T,T,F,T,T,T,F,F
K165380,T,T,F,T,F,F,F,T,T,T,T,F
K165390,F,F,F,F,F,F,F,F,T,T,F,F
K165400,F,F,F,F,T,T,T,T,T,T,F,F
K165410,T,F,T,T,F,F,T,T,T,T,F,F
K165420,T,T,T,T,F,F,F,T,F,F,F,F
K165430,F,T,T,T,F,F,F,F,F,F,F,F
K165440,F,T,T,T,F,F,F,F,F,T,T,T
K165450,F,F,F,F,F,F,F,T,T,T,F,F
K165460,T,T,T,T,T,F,F,F,F,F,F,F
K165470,F,T,T,T,T,T,F,F,F,F,F,F
K165480,T,T,T,F,F,F,F,F,F,F,T,F
K165490,F,F,F,F,T,T,T,T,T,T,F,F
K165500,T,T,T,T,F,F,F,F,F,F,F,F
K165510,F,F,F,F,F,T,F,T,T,T,T,T
K165520,T,T,T,F,F,F,F,F,F,T,T,F
K165530,T,T,T,T,F,F,F,F,F,F,T,T
K165540,F,F,F,F,F,F,F,T,T,F,F,F
K165550,T,T,T,T,T,F,T,T,F,F,F,F
K165560,T,T,T,T,F,T,T,F,F,F,T,T
K165570,T,T,T,F,F,F,F,F,F,F,T,T
K165580,F,T,T,T,T,F,T,F,F,F,T,F
K165590,F,F,F,F,F,F,F,T,T,T,T,T
K165600,T,T,T,T,F,F,F,F,F,F,F,F
K165610,T,T,T,T,T,T,T,F,F,F,F,F
K165620,T,F,T,T,F,F,F,F,F,F,F,F
K165630,T,T,F,T,F,F,F,F,F,F,F,F
K165640,F,T,T,T,F,F,F,F,F,F,T,T
K165650,T,T,T,F,F,F,F,T,F,F,F,F
K165660,F,F,F,F,F,F,F,T,T,T,F,F
K165670,T,F,T,T,F,F,F,T,F,T,T,T
K165680,T,T,T,T,F,F,F,F,F,F,F,F
K165690,T,T,T,F,T,T,T,F,F,F,F,F
K165700,T,T,T,F,F,T,F,F,F,F,F,F
K165710,F,F,F,F,F,F,F,F,T,T,T,F
K165720,T,T,T,F,T,F,T,F,F,F,F,F
K165730,F,F,F,F,F,F,F,T,T,T,F,F
K165740,T,T,T,T,F,F,F,F,F,F,F,F
K165750,T,F,T,T,T,F,F,F,F,F,F,F
K165760,F,T,T,T,F,F,F,F,F,F,T,T
K165770,F,F,F,F,T,T,T,F,T,T,F,F
K165780,F,T,T,T,F,F,F,F,F,F,T,T
K165790,F,F,F,F,F,F,F,T,T,T,F,F
K165800,F,F,F,F,T,T,T,T,T,T,F,F
K165810,T,T,T,T,F,F,F,T,T,T,F,F
K165820,F,F,F,F,F,F,F,T,T,F,T,T
K165830,F,T,T,T,F,F,F,F,F,F,T,T
K165840,F,T,T,T,T,T,T,F,T,F,F,F
K165850,T,T,T,T,T,T,T,F,F,F,T,T
K165860,T,T,T,T,F,F,F,F,F,F,T,T
K165870,T,T,T,T,T,T,T,F,F,F,F,F
K165880,T,T,T,T,F,F,F,T,T,T,F,F
K165890,T,T,T,T,F,F,F,F,F,F,F,F
K165900,T,T,T,T,F,T,F,T,F,T,F,F
K165910,T,T,F,T,F,F,F,F,F,F,F,F
K165920,F,T,T,T,F,F,F,F,F,F,F,F
K165930,F,T,T,T,F,F,F,F,F,F,T,F
K165940,T,F,F,F,T,T,F,T,T,T,T,T
K165950,F,T,T,T,F,F,F,F,F,F,T,T
K165960,F,F,F,F,T,T,T,T,T,T,F,F
K165970,T,T,T,F,T,F,F,F,F,F,T,T
K165980,T,F,T,T,F,F,T,T,T,T,F,F
K165990,F,F,F,F,F,T,T,T,T,T,F,F
K166000,T,T,T,T,T,T,F,F,F,F,F,F
K166010,F,F,F,F,F,F,F,T,T,T,F,F
K166020,F,F,F,F,F,F,F,F,T,T,F,F
K166030,F,T,T,T,F,F,F,F,F,F,F,F
K166040,T,T,T,T,F,F,F,F,F,F,F,T
K166050,F,F,F,F,T,F,F,T,T,T,F,F
K166060,T,F,T,T,F,F,F,F,F,F,F,F
K166070,F,F,F,F,F,F,F,T,T,T,F,F
K166080,T,T,T,F,F,F,F,F,F,F,F,F
K166090,T,T,T,T,F,F,F,F,F,T,F,F
K166100,T,F,F,T,T,F,T,F,T,F,T,T
K166110,T,T,T,T,F,F,F,F,F,F,F,F
K166120,T,F,T,T,F,T,F,F,T,T,F,F
K166130,T,T,T,T,T,T,F,T,F,F,F,F
K166140,T,T,T,T,T,F,T,F,F,F,F,F
K166150,T,T,T,T,F,F,F,F,F,T,F,F
K166160,T,T,F,F,T,F,T,F,T,T,F,F
K166170,T,F,T,F,F,F,F,F,F,F,F,F
K166180,T,T,T,T,F,F,F,F,F,F,F,F
K166190,T,F,T,T,F,F,F,F,F,F,F,F
K166200,F,F,T,F,F,F,F,T,T,T,F,T
K166210,F,T,T,T,F,F,F,F,F,F,F,F
K166220,T,T,T,F,F,F,F,F,F,F,F,F
K166230,F,T,T,T,T,T,T,F,T,F,F,F
K166240,F,F,F,F,F,F,F,T,T,T,F,F
K166250,T,T,T,F,F,F,F,F,F,F,F,T
K166260,F,F,F,F,F,F,F,T,T,T,F,F
K166270,T,T,T,T,T,T,F,F,T,T,F,F
K166280,F,F,F,F,T,T,T,F,T,T,T,T
K166290,T,T,T,F,T,F,F,T,T,T,T,F
K166300,F,F,F,F,F,F,F,T,T,T,F,T
K166310,T,T,T,T,T,F,T,T,T,T,F,F
K166320,T,T,T,T,F,T,F,F,F,F,F,T
K166330,T,T,T,F,F,F,F,F,F,F,F,F
K166340,T,T,T,T,F,F,F,F,F,T,T,T
K166350,T,F,T,T,F,F,F,T,F,F,T,T
K166360,T,T,T,T,F,T,T,F,F,F,F,F
K166370,F,F,F,F,T,T,T,T,T,T,T,T
K166380,T,T,F,T,F,F,F,F,F,F,T,T
K166390,T,T,T,T,F,F,F,F,F,F,F,F
K166400,F,T,T,T,F,F,F,F,F,F,F,F
K166410,T,T,T,F,T,T,T,F,F,F,F,F
K166420,F,F,F,F,F,F,F,T,T,T,T,T
K166430,F,T,T,T,F,F,F,T,T,T,T,T
K166440,T,T,F,T,F,F,F,F,F,F,F,F
K166450,F,T,T,T,F,F,F,F,F,F,T,T
K166460,T,T,T,T,F,F,F,F,F,T,T,T
K166470,F,T,T,T,T,T,F,F,F,F,T,T
K166480,F,F,T,T,F,F,F,T,T,T,T,T
K166490,T,F,T,T,F,F,F,F,F,F,F,F
K166500,T,F,T,T,F,F,F,T,T,F,F,F
K166510,T,T,T,F,T,T,T,F,F,F,F,T
K166520,T,T,F,F,T,T,F,F,F,F,T,T
K166530,F,T,F,F,F,T,F,T,T,T,T,F
K166540,T,T,T,T,F,T,F,F,F,F,F,F
K166550,T,T,T,T,F,F,F,F,F,F,T,T
K166560,T,T,T,T,T,T,T,F,F,F,T,F
K166570,F,T,T,T,F,F,F,F,T,F,T,T
K166580,F,F,F,F,F,F,F,T,T,T,T,T
K166590,F,T,T,T,F,F,F,F,F,F,T,F
K166600,F,T,T,T,F,F,F,F,F,F,T,T
K166610,T,T,T,T,T,T,T,F,T,F,F,F
K166620,T,F,F,T,T,F,T,F,F,F,F,F
K166630,F,F,F,F,F,F,T,T,T,T,T,T
K166640,T,T,T,T,F,F,F,F,F,F,F,F
K166650,T,F,T,T,F,F,F,F,F,F,T,T
K166660,T,T,T,T,F,F,F,T,T,T,F,T
K166670,F,F,F,F,T,T,T,F,T,T,F,F
K166680,F,F,T,F,F,F,F,T,T,T,F,T
K166690,T,T,T,T,F,F,F,F,T,F,F,T
K166700,T,T,F,T,F,F,F,F,F,F,F,F
K166710,F,F,F,F,T,T,T,T,T,T,F,F
K166720,T,T,T,T,F,F,F,F,F,F,F,F
K166730,F,T,T,F,T,T,T,T,T,T,F,F
K166740,F,T,F,T,F,F,F,T,T,T,F,F
K166750,F,F,F,F,F,F,F,F,F,T,F,F
K166760,T,T,T,T,F,F,F,F,F,T,F,T
K166770,T,T,T,T,F,F,F,T,T,T,F,F
K166780,F,T,T,T,F,T,T,F,F,F,T,T
K166790,T,T,F,T,F,F,F,F,F,F,F,T
K166800,T,T,F,T,F,F,F,T,F,F,T,T
K166810,F,F,F,F,T,T,T,T,T,T,F,F
K166820,T,F,T,T,F,F,F,T,T,T,F,F
K166830,T,T,T,T,F,F,F,F,F,T,T,T
K166840,F,F,F,F,F,F,F,T,T,T,T,T
K166850,T,T,T,T,T,T,T,F,F,F,F,F
K166860,T,T,T,F,F,F,F,F,F,T,T,T
K166870,T,F,T,T,F,T,T,T,T,F,F,F
K166880,T,T,F,T,F,F,F,T,T,T,T,F
K166890,T,T,T,F,F,F,F,F,F,F,T,T
K166900,F,F,F,F,F,F,F,T,T,T,F,F
K166910,T,T,T,T,T,T,T,F,F,F,F,T
K166920,T,T,T,F,F,F,F,F,F,F,T,T
K166930,F,F,F,F,F,F,F,T,T,T,F,F
K166940,F,F,F,F,F,F,F,T,T,T,F,F
K166950,F,F,F,F,F,F,F,T,T,T,F,F
K166960,F,T,T,T,T,F,T,F,F,F,T,T
K166970,T,F,T,T,F,T,F,T,T,T,F,F
K166980,F,T,T,T,F,F,F,F,F,F,T,T
K166990,T,T,T,T,F,F,F,T,T,F,T,T
K167000,F,F,F,T,T,F,F,T,T,T,F,F
K167010,T,T,T,T,T,T,T,F,F,T,F,F
K167020,T,T,T,F,F,F,F,F,F,F,F,F
K167030,F,F,F,F,F,F,T,T,T,T,F,F
K167040,F,T,F,F,T,F,T,T,T,T,F,F
K167050,F,F,F,F,F,F,F,T,T,T,F,F
K167060,T,T,T,T,F,F,F,F,F,F,F,F
K167070,F,F,F,F,F,F,F,T,T,T,T,T
K167080,F,T,F,T,F,F,F,F,F,F,F,F
K167090,T,T,F,T,F,F,F,T,F,F,F,F
K167100,T,T,T,T,F,F,F,F,F,F,T,T
K167110,T,T,T,T,T,T,F,T,T,T,F,T
K167120,F,T,T,T,F,T,F,T,T,T,T,T
K167130,T,T,T,F,F,F,F,T,F,T,F,F
K167140,T,T,T,T,F,F,F,T,T,T,T,T
K167150,T,T,T,F,F,T,T,F,F,F,F,F
K167160,F,T,T,T,F,F,F,T,T,T,F,F
K167170,T,T,T,T,T,T,T,T,F,F,F,F
K167180,F,F,F,F,F,F,F,F,T,T,F,F
K167190,T,T,T,T,F,T,F,F,F,F,T,F
K167200,T,T,T,T,F,T,F,T,T,F,F,F
K167210,F,T,T,T,F,F,F,F,F,F,F,F
K167220,T,T,T,T,F,T,F,F,F,F,T,F
K167230,T,T,T,T,T,F,T,F,F,F,F,F
K167240,T,F,T,T,T,T,T,F,F,F,F,F
K167250,T,F,T,T,F,T,T,F,F,F,F,F
K167260,F,F,F,F,F,T,F,T,T,T,F,F
K167270,F,F,F,F,F,F,F,T,F,T,F,F
K167280,F,F,F,F,F,F,F,T,T,T,F,F
K167290,T,T,T,T,T,T,T,T,F,T,F,F
K167300,T,F,T,F,F,F,F,F,F,F,F,F
K167310,T,T,T,F,F,F,F,F,F,F,T,T
K167320,T,F,T,T,F,F,F,F,F,F,F,F
K167330,T,T,T,T,T,F,F,T,F,T,F,F
K167340,T,T,F,T,F,F,F,F,F,T,F,F
K167350,T,F,F,F,F,F,F,T,T,T,F,T
K167360,F,F,F,F,F,T,F,T,T,T,F,F
K167370,T,T,T,T,F,T,T,F,F,F,T,F
K167380,F,T,T,T,T,T,T,F,F,F,F,F
K167390,T,T,T,F,F,F,F,F,F,F,T,T
K167400,F,T,T,F,F,F,F,F,F,F,F,F
K167410,T,T,T,T,T,T,F,F,F,F,T,T
K167420,T,F,F,T,F,F,F,F,F,F,F,F
K167430,F,F,F,F,F,F,F,T,T,T,F,T
K167440,T,T,T,T,F,T,T,F,F,F,F,F
K167450,F,F,F,F,F,F,F,T,T,T,F,F
K167460,T,T,F,T,F,F,F,F,F,F,F,T
K167470,T,F,F,T,F,F,F,T,T,T,F,F
K167480,F,F,F,F,F,T,T,T,T,T,T,T
K167490,T,F,T,T,F,F,F,T,T,F,F,F
K167500,T,T,F,T,F,F,F,T,T,T,F,F
K167510,T,T,T,T,T,F,T,T,F,T,F,F
K167520,F,F,F,F,F,F,F,F,T,T,F,F
K167530,F,T,T,T,F,T,T,F,F,F,F,F
K167540,F,F,F,F,F,F,T,T,T,T,T,T
K167550,T,T,T,F,F,F,F,F,F,F,T,F
K167560,T,T,T,T,F,F,F,F,F,F,T,T
K167570,T,T,T,T,F,T,T,F,F,F,F,F
K167580,F,T,T,T,F,F,F,F,F,F,F,F
K167590,T,F,T,T,F,F,F,F,F,F,F,F
K167600,F,F,F,F,T,T,T,T,T,T,T,T
K167610,T,T,F,T,F,F,F,F,T,F,F,F
K167620,T,T,T,F,F,F,T,F,F,T,F,F
K167630,T,F,T,T,F,F,F,F,F,F,T,T
K167640,T,T,T,T,F,F,F,F,F,F,F,F
K167650,F,F,F,F,F,F,F,T,T,T,F,T
K167660,T,T,T,T,F,F,F,F,T,F,T,T
K167670,T,T,T,T,F,F,F,F,F,F,F,F
K167680,T,T,T,T,T,T,T,F,F,F,F,F
K167690,T,T,T,T,F,F,F,T,F,F,T,T
K167700,F,F,T,F,F,F,F,T,T,T,F,F
K167710,T,F,T,T,F,F,F,T,T,T,F,F
K167720,T,T,T,F,F,F,F,F,F,F,F,F
K167730,T,T,T,F,F,F,F,F,F,F,F,T
K167740,T,T,T,T,F,F,T,F,F,F,F,F
K167750,T,T,T,T,T,T,T,F,F,F,F,F
K167760,T,T,T,F,F,T,F,T,T,T,F,F
K167770,F,F,F,F,F,F,F,T,T,T,F,F
K167780,T,T,T,T,F,T,F,T,T,T,F,F
K167790,T,T,T,F,F,F,F,F,F,F,F,F
K167800,T,F,T,T,F,F,F,F,T,F,F,F
K167810,T,T,T,T,F,F,F,T,F,F,T,T
K167820,T,F,T,T,F,F,F,F,F,F,T,F
K167830,T,T,T,T,T,T,T,T,F,F,F,F
K167840,T,F,F,F,F,F,F,T,T,T,F,F
K167850,T,T,T,T,F,F,F,T,T,T,F,F
K167860,F,T,T,T,F,F,F,F,F,T,T,F
K167870,F,F,F,F,T,T,T,T,T,T,F,F
K167880,T,T,T,F,T,F,F,F,T,T,F,F
K167890,F,T,F,F,F,F,T,T,T,T,F,F
K167900,F,F,F,F,F,F,F,T,T,T,T,T
K167910,T,T,T,T,F,F,F,T,T,T,F,F
K167920,T,T,T,T,F,F,F,F,F,F,F,F
K167930,F,F,F,F,F,F,F,T,T,T,F,F
K167940,T,T,T,T,F,F,F,T,T,T,F,F
K167950,T,T,T,T,F,F,F,F,T,F,T,T
K167960,T,T,T,F,F,T,T,F,F,F,F,F
K167970,T,T,T,T,F,F,F,F,F,F,F,F
K167980,T,T,T,T,F,F,F,F,F,F,F,F
K167990,T,F,T,T,F,F,F,F,F,F,F,F
K168000,F,T,T,T,F,F,F,F,F,F,F,T
K168010,T,T,T,T,T,T,T,F,F,F,F,F
K168020,T,T,T,T,F,T,T,F,F,F,T,T
K168030,T,T,T,F,T,F,T,T,T,T,F,F
K168040,T,T,T,T,F,F,F,F,F,F,F,F
K168050,T,F,T,T,F,F,F,T,T,T,T,T
K168060,F,F,F,F,T,T,T,T,T,T,F,F
K168070,F,F,F,F,F,T,T,T,T,T,T,F
K168080,T,T,T,F,F,T,T,T,T,T,F,F
K168090,T,F,T,F,F,T,T,F,F,F,F,F
K168100,T,T,F,T,F,F,T,F,F,F,F,F
K168110,T,T,T,T,F,F,F,F,F,F,T,T
K168120,F,F,F,F,F,F,F,F,T,T,F,F
K168130,T,F,F,T,F,T,F,T,T,T,F,F
K168140,T,T,T,T,F,F,F,F,T,F,F,F
K168150,F,F,F,F,T,F,F,T,F,T,F,F
K168160,T,T,T,T,F,F,F,T,T,T,F,F
K168170,T,T,F,T,F,F,F,F,T,T,F,F
K168180,F,F,F,F,F,F,F,F,T,T,F,F
K168190,F,F,F,T,T,T,T,T,T,T,F,T
K168200,F,F,F,F,T,T,T,T,T,T,F,F
K168210,T,T,T,T,F,F,F,F,F,F,F,F
K168220,F,F,F,F,F,F,F,T,T,F,T,F
K168230,F,F,F,F,F,F,F,T,T,T,F,F
K168240,F,T,T,T,F,F,F,T,T,F,T,F
K168250,T,T,T,T,F,T,T,F,T,F,F,F
K168260,F,T,T,T,F,F,F,T,T,T,F,F
K168270,T,F,T,T,F,F,F,F,F,F,F,F
K168280,T,T,T,T,T,T,F,F,F,F,F,F
K168290,T,F,T,T,T,T,F,T,T,T,F,F
K168300,T,T,T,T,T,F,F,F,F,F,F,F
K168310,T,T,T,T,F,F,T,F,T,T,F,F
K168320,T,T,T,T,F,F,T,T,F,T,T,T
K168330,T,T,T,T,T,T,T,F,F,F,T,F
K168340,F,F,F,F,F,F,F,T,T,T,F,T
K168350,T,T,T,F,T,T,T,T,T,F,F,F
K168360,T,T,T,F,F,F,F,F,F,F,T,T
K168370,T,T,F,T,F,F,F,T,T,T,F,F
K168380,F,T,T,T,F,F,F,T,T,T,T,F
K168390,F,F,F,F,F,F,F,T,T,T,F,F
K168400,T,F,T,F,F,F,F,F,F,F,F,F
K168410,T,T,F,F,F,F,F,F,F,F,F,F
K168420,T,T,F,T,F,F,F,F,T,F,T,T
K168430,T,T,F,T,F,F,F,T,F,F,T,F
K168440,F,T,T,T,F,F,F,F,F,F,F,F
K168450,F,F,F,F,T,F,F,F,T,F,F,F
K168460,F,F,F,F,F,F,F,T,F,T,F,F
K168470,F,T,T,T,F,F,F,T,T,F,F,T
K168480,T,T,T,T,F,F,F,T,T,F,F,F
K168490,T,T,T,T,F,F,F,F,F,F,F,F
K168500,T,F,F,T,T,T,T,T,T,T,T,T
K168510,F,F,F,F,F,F,F,F,T,T,T,T
K168520,T,T,F,T,T,T,F,T,F,F,T,T
K168530,F,T,T,T,F,F,T,F,F,F,T,T
K168540,T,T,T,T,F,F,F,F,F,F,F,F
K168550,F,T,T,T,F,F,T,T,T,T,T,T
K168560,T,T,T,T,F,F,F,F,F,F,F,F
K168570,T,T,T,F,F,F,F,T,F,F,F,F
K168580,T,T,T,T,F,F,F,F,F,F,T,F
K168590,F,T,T,T,T,T,F,F,F,F,F,F
K168600,T,T,T,T,F,F,F,F,F,F,F,F
K168610,T,T,F,F,F,F,F,F,F,F,F,F
K168620,F,F,T,T,F,F,F,F,F,F,F,F
K168630,F,F,F,F,F,F,F,T,T,T,F,F
K168640,T,T,T,T,T,T,F,T,T,F,F,F
K168650,F,T,T,T,F,F,F,T,F,F,F,T
K168660,T,T,T,T,F,F,F,F,F,F,F,F
K168670,F,F,F,F,F,F,F,T,T,T,F,F
K168680,T,F,F,F,F,T,F,T,T,T,F,F
K168690,F,T,T,T,F,F,F,F,F,F,F,F
K168700,T,T,T,F,F,F,F,F,F,F,F,F
K168710,F,T,T,T,F,F,F,T,T,T,T,T
K168720,F,F,F,F,F,F,T,T,T,T,F,F
K168730,T,T,T,F,T,F,T,T,T,T,F,F
K168740,T,T,T,F,T,T,T,F,F,F,F,F
K168750,T,T,F,T,F,F,F,T,T,T,T,T
K168760,T,T,F,T,F,F,T,T,T,F,F,F
K168770,T,T,T,T,T,T,T,F,F,F,F,F
K168780,T,T,F,T,F,F,F,F,F,F,F,F
K168790,T,F,T,T,F,F,T,T,F,F,F,F
K168800,T,T,T,T,F,F,F,T,T,T,F,F
K168810,F,F,F,F,T,F,F,F,T,T,T,T
K168820,T,T,T,F,F,F,F,F,F,F,T,T
K168830,F,T,T,T,F,F,F,F,F,F,T,T
K168840,F,F,F,F,T,T,F,T,T,T,F,F
K168850,T,T,T,T,F,F,F,T,T,F,F,F
K168860,T,T,T,T,T,T,T,F,F,F,F,F
K168870,T,T,T,T,F,F,F,F,F,F,F,F
K168880,T,T,T,T,F,F,F,T,T,T,F,F
K168890,T,T,T,T,F,F,F,F,F,F,F,F
K168900,F,F,F,T,F,F,F,T,T,T,F,F
K168910,T,F,T,T,T,T,T,F,F,F,F,F
K168920,T,F,T,T,F,F,F,T,T,T,F,F
K168930,T,F,T,T,F,F,T,F,F,F,F,F
K168940,T,F,T,F,F,F,F,F,F,F,T,T
K168950,T,T,T,F,F,T,T,F,F,F,T,T
K168960,T,F,T,T,F,F,F,T,F,F,T,T
K168970,F,T,T,T,F,F,F,F,F,F,F,F
K168980,T,T,T,T,F,F,F,F,F,F,T,T
K168990,F,F,F,F,T,T,T,T,T,F,T,T
K169000,T,T,T,T,F,F,T,F,F,F,F,T
K169010,F,F,F,F,F,F,F,T,T,T,F,F
K169020,T,T,T,F,F,F,F,F,F,F,F,F
K169030,F,F,F,T,F,F,F,T,T,T,F,F
K169040,T,T,T,T,F,F,F,F,F,F,F,F
K169050,F,T,F,T,F,F,T,F,T,T,F,F
K169060,T,T,T,T,F,F,F,T,F,F,F,F
K169070,T,T,T,F,F,T,F,F,F,F,T,T
K169080,F,F,F,F,F,F,F,T,T,F,F,F
K169090,F,F,F,F,F,F,F,T,T,F,F,F
K169100,F,F,F,F,T,T,F,F,T,T,F,F
K169110,F,F,F,T,F,F,F,T,T,T,T,T
K169120,T,F,T,T,F,F,F,F,F,F,F,F
K169130,F,T,T,T,F,F,F,F,F,F,T,T
K169140,T,T,T,T,F,F,F,F,F,F,F,F
K169150,T,T,F,T,F,F,F,F,F,F,F,F
K169160,F,T,T,T,F,F,F,F,F,F,F,F
K169170,T,F,F,F,T,T,T,T,T,T,F,F
K169180,T,T,F,T,F,F,F,F,F,F,T,T
K169190,F,F,F,F,T,T,F,T,T,T,T,F
K169200,T,T,T,T,F,T,T,F,F,F,T,T
K169210,T,T,T,T,T,T,T,T,T,T,F,F
K169220,F,T,T,T,F,F,T,F,F,F,T,T
K169230,T,T,T,T,T,T,T,F,F,F,T,T
K169240,F,F,F,F,F,F,F,T,T,T,F,F
K169250,T,T,F,T,T,T,T,F,F,F,F,F
K169260,T,T,T,T,T,F,T,F,T,F,T,T
K169270,T,T,T,T,F,F,F,F,F,F,F,F
K169280,F,F,F,F,F,F,F,T,T,T,T,T
K169290,F,T,T,T,F,F,F,F,T,F,F,F
K169300,T,T,T,T,F,F,F,F,F,F,F,F
K169310,T,T,T,T,F,F,F,F,T,T,F,F
K169320,T,T,T,T,F,F,F,T,T,F,F,F
K169330,T,T,T,T,T,T,T,F,F,F,F,F
K169340,T,T,T,T,T,T,T,F,F,F,F,F
K169350,T,T,T,T,T,T,T,T,T,T,F,F
K169360,F,F,F,F,F,F,F,F,T,T,F,F
K169370,F,F,F,T,T,T,T,T,T,T,F,F
K169380,T,T,F,T,F,F,F,T,F,T,F,F
K169390,T,T,F,T,F,F,F,F,F,F,F,F
K169400,T,T,T,T,F,F,F,T,T,T,F,F
K169410,T,T,T,T,F,F,F,T,T,T,F,F
K169420,T,T,T,F,F,F,F,F,T,F,F,F
K169430,F,T,T,T,T,T,T,T,T,T,F,F
K169440,T,T,T,T,F,F,F,T,T,T,F,F
K169450,F,T,F,F,T,T,T,T,T,T,T,F
K169460,T,F,T,T,F,F,F,F,T,T,F,T
K169470,F,F,F,F,F,F,T,F,T,T,F,F
K169480,T,T,T,T,F,F,F,F,F,F,F,F
K169490,T,F,T,T,T,T,F,F,F,F,F,T
K169500,F,T,T,T,F,F,F,F,F,F,F,F
K169510,F,T,T,T,F,F,F,F,F,F,F,F
K169520,T,T,T,T,F,F,F,T,T,T,T,T
K169530,T,T,F,T,F,F,F,F,F,F,F,T
K169540,T,T,F,T,T,F,T,T,T,F,F,F
K169550,F,F,F,F,F,F,F,F,T,T,T,F
K169560,T,T,T,F,F,F,F,F,F,F,T,T
K169570,F,F,T,T,F,F,F,F,F,T,T,T
K169580,F,T,T,T,F,F,F,F,F,F,F,F
K169590,T,F,T,T,F,F,F,T,F,T,F,F
K169600,T,F,F,F,F,F,F,T,T,T,T,F
K169610,F,F,F,F,T,F,T,T,T,T,T,T
K169620,F,T,T,T,F,T,T,T,F,T,F,F
K169630,T,T,T,F,F,F,F,F,F,F,F,F
K169640,T,F,T,T,T,F,F,T,T,T,F,F
K169650,T,T,T,F,T,T,T,T,T,T,T,T
K169660,T,T,T,T,F,F,F,F,F,F,F,F
K169670,F,F,F,F,F,T,T,T,T,T,F,F
K169680,T,T,T,F,T,T,F,F,T,T,F,F
K169690,F,T,F,T,T,T,T,F,F,F,T,T
K169700,F,F,F,F,F,F,F,T,T,T,F,F
K169710,F,T,T,T,T,T,F,F,F,F,F,T
K169720,T,T,T,F,F,F,T,F,F,T,T,T
K169730,T,T,F,T,F,F,F,F,F,F,F,F
K169740,T,T,T,F,F,F,F,F,F,T,T,T
K169750,T,T,T,T,F,F,F,T,T,T,F,F
K169760,T,T,T,F,F,F,F,F,F,F,F,T
K169770,T,T,T,T,T,T,T,F,F,F,F,F
K169780,T,F,T,T,F,F,F,F,F,F,F,F
K169790,T,T,T,T,F,F,T,F,F,F,F,F
K169800,T,F,F,T,F,F,F,F,F,F,F,F
K169810,T,T,T,T,F,F,F,F,F,F,F,F
K169820,F,F,F,F,F,F,F,T,T,F,F,F
K169830,T,T,T,T,F,F,F,F,T,T,T,T
K169840,F,F,F,F,F,F,F,T,T,F,F,F
K169850,T,F,T,T,F,F,F,F,F,F,F,F
K169860,T,T,T,T,F,T,T,T,T,F,F,F
K169870,T,T,T,T,F,F,F,T,T,F,F,F
K169880,T,T,T,T,F,F,F,F,F,F,F,F
K169890,F,T,T,T,T,T,T,F,F,F,F,F
